0.000000000000000000e+00 6.730942192501032650e-11 9.466563038291412463e-16 1.616663114923804671e-20 3.215339364227149832e-25 7.196046148841237094e-30
2.275000095367431641e+00 6.404521357694648032e-11 8.797380540180913498e-16 1.469236749988267253e-20 2.860166574564967582e-25 6.264949674854343974e-30
4.550000190734863281e+00 4.860283356333816585e-11 5.821270987696621456e-16 8.470530613141173023e-21 1.431602707341649324e-25 2.712211156725707099e-30
6.824999809265136719e+00 3.208185800351870398e-11 3.129900824854723066e-16 3.697792182763969112e-21 5.018058849461146023e-26 7.542171588915436440e-31
9.100000381469726562e+00 1.935817825482466503e-11 1.480345320584253795e-16 1.360056987066937063e-21 1.403736226679596192e-26 1.561155709615207212e-31
1.137500000000000000e+01 1.120207052118793456e-11 6.609760723405848793e-17 4.654481794066685572e-22 3.634756739491498402e-27 3.020244067594560775e-32
1.364999961853027344e+01 8.630283987454134831e-12 4.309422394221612096e-17 2.553811846432404206e-22 1.682787451884169366e-27 1.190129622832009619e-32
1.592500019073486328e+01 1.082956641029753087e-11 5.515792194864053272e-17 3.358713007538073141e-22 2.339928423011699388e-27 1.801833740454896225e-32
1.820000076293945312e+01 1.816453064351630786e-11 1.202245610457149789e-16 9.479813947026434363e-22 8.566810645058505817e-27 8.607446887427222982e-32
2.047500038146972656e+01 3.138626858412152387e-11 2.833558672021721601e-16 3.017120079706036103e-21 3.606154984998996889e-26 4.676896115424525048e-31
2.275000000000000000e+01 5.253993767828646355e-11 6.263907641921261354e-16 8.809334583196229971e-21 1.385403438205930090e-25 2.349086281587204226e-30
2.502499961853027344e+01 8.018693348210703675e-11 1.194378712550186669e-15 2.103584759648991693e-20 4.143453447704234984e-25 8.790248202002693044e-30
2.729999923706054688e+01 1.105591937444749817e-10 1.946588227183499407e-15 4.060181786269297818e-20 9.474168195745512417e-25 2.381281924573740278e-29
2.957500076293945312e+01 1.448365039014021249e-10 2.931812693958207525e-15 7.042836101361540579e-20 1.894057005587912397e-24 5.490388724238768942e-29
3.185000038146972656e+01 1.878471544980442332e-10 4.347153503326834506e-15 1.196413746222297537e-19 3.690761081292952338e-24 1.228507016989004465e-28
3.412500000000000000e+01 2.316428021620353661e-10 5.969159340397196464e-15 1.832083435405516862e-19 6.309436920993845613e-24 2.347314508793170267e-28
3.640000152587890625e+01 2.761858242106285388e-10 7.786231783022540265e-15 2.617715412024859514e-19 9.884659067525412899e-24 4.036756385672937800e-28
3.867499923706054688e+01 3.094214329202316094e-10 9.243871300194678869e-15 3.294209824858809252e-19 1.319493715144261943e-23 5.724255721462547758e-28
4.095000076293945312e+01 3.011557392351704721e-10 8.872844611275930438e-15 3.110009885634262552e-19 1.225436015034678698e-23 5.245086277228947865e-28
4.322499847412109375e+01 2.780861374507281880e-10 7.863361756166569599e-15 2.632785091821927142e-19 9.910719876390294245e-24 4.069875639961592901e-28
4.550000000000000000e+01 2.544403299165054477e-10 6.870729350993412185e-15 2.183273950457415232e-19 7.798568468488191767e-24 3.053262203978367181e-28
4.777500152587890625e+01 2.288933903527023972e-10 5.853400429693634763e-15 1.748782470312305633e-19 5.863874082228724167e-24 2.161366454145068742e-28
5.004999923706054688e+01 2.064840520787925016e-10 5.012934105362923387e-15 1.414485180567242183e-19 4.466631813987689742e-24 1.548287100878224340e-28
5.232500076293945312e+01 1.862498072435769814e-10 4.297165853944621972e-15 1.149426527008047069e-19 3.426919057363185340e-24 1.114923011476958271e-28
5.459999847412109375e+01 1.662588677842080642e-10 3.633872564158145343e-15 9.231638074003253552e-20 2.603994546609051329e-24 7.940884809431863845e-29
5.687500000000000000e+01 1.527651616317626804e-10 3.220393007439485006e-15 7.964016097008416493e-20 2.190802615089674103e-24 6.493848780925558986e-29
5.915000152587890625e+01 1.563239121482595806e-10 3.366629010618203688e-15 8.630945329280926868e-20 2.493759320928693445e-24 7.863268027113735377e-29
6.142499923706054688e+01 1.675570376891144520e-10 3.773656717377628020e-15 1.027656493552291596e-19 3.220411641240107786e-24 1.124753439395596820e-28
6.370000076293945312e+01 1.783482250772294719e-10 4.168537124640478431e-15 1.195914852915351493e-19 4.027504502487361311e-24 1.536877049293323685e-28
6.597499847412109375e+01 1.917669495421492343e-10 4.653753172211526346e-15 1.406497976271218432e-19 5.071928336437845595e-24 2.093834924351345559e-28
6.825000000000000000e+01 2.128345139018605892e-10 5.422214919762044158e-15 1.744204542609707471e-19 6.776247333810642401e-24 3.030450286010829518e-28
7.052500152587890625e+01 2.323567727113839965e-10 6.145299418262254593e-15 2.067680112744075225e-19 8.448314541934383361e-24 3.980374786551001471e-28
7.280000305175781250e+01 2.526131526181529807e-10 6.916336993005372732e-15 2.411131448436745040e-19 1.021098163616185231e-23 4.986369848527091214e-28
7.507499694824218750e+01 2.572191348804153677e-10 7.054410563187875349e-15 2.451031797752947444e-19 1.030669097434869678e-23 4.991772563503583507e-28
7.734999847412109375e+01 2.095395384982268183e-10 5.140761117982490733e-15 1.579225308140566772e-19 5.821907865362324171e-24 2.464416586460504320e-28
7.962500000000000000e+01 1.518614817230812264e-10 3.132510798063009583e-15 7.914714193795695373e-20 2.359711145532881488e-24 8.010161713237687961e-29
8.190000152587890625e+01 1.038291327914997453e-10 1.735717575019528423e-15 3.439142660300154103e-20 7.790142447944299834e-25 1.959958418165574016e-29
8.417500305175781250e+01 6.750622283391294332e-11 8.844613744297773455e-16 1.350456441303136791e-20 2.292452223804252529e-25 4.184641022938588379e-30
8.644999694824218750e+01 4.938445832824989168e-11 5.555690689227732026e-16 7.454972540776264437e-21 1.136234448980403505e-25 1.889806532788726629e-30
8.872499847412109375e+01 4.565190586669487516e-11 5.161363500358557080e-16 6.988512145543114211e-21 1.067503463498825562e-25 1.759582447418191645e-30
9.100000000000000000e+01 5.678659278918196662e-11 7.191972525470236369e-16 1.077548393030438967e-20 1.818902966704605247e-25 3.365861247421351580e-30
9.327500152587890625e+01 8.628259218212974702e-11 1.348237376979483614e-15 2.451809864516630136e-20 4.996287028034144741e-25 1.117653257914370226e-29
9.555000305175781250e+01 1.393492266021922887e-10 2.782839715568673385e-15 6.504848816949561849e-20 1.701484817355564016e-24 4.840997045206096926e-29
9.782499694824218750e+01 2.113318686713938632e-10 5.233426098895637563e-15 1.531052635710951246e-19 5.039262789644001328e-24 1.807174576233266882e-28
1.000999984741210938e+02 2.922764252843990107e-10 8.564147688813836951e-15 2.986934974762204679e-19 1.179544189645627380e-23 5.102935313963670374e-28
1.023750000000000000e+02 3.851077512440070905e-10 1.301683556813792650e-14 5.269215982193681753e-19 2.430213498455610582e-23 1.235274036663976372e-27
1.046500015258789062e+02 5.035560857180598759e-10 1.955395887527286436e-14 9.149349629678595514e-19 4.911410761671293069e-23 2.925012458606930930e-27
1.069250030517578125e+02 6.262593221784129582e-10 2.721991367385118848e-14 1.432534132286178536e-18 8.698690946870299254e-23 5.891715907906001231e-27
1.091999969482421875e+02 7.524369460831792367e-10 3.594606573118983017e-14 2.087367321515566991e-18 1.404979573771623153e-22 1.059249682721720069e-26
1.114749984741210938e+02 8.492534453452549315e-10 4.318501936259599994e-14 2.676625767684814178e-18 1.929088030692152391e-22 1.561942435296065661e-26
1.137500000000000000e+02 8.328914780086904557e-10 4.195846822112672680e-14 2.576540222288348041e-18 1.840083820873069260e-22 1.477612280081566193e-26
1.160250015258789062e+02 7.747604779950734155e-10 3.760788677546235415e-14 2.220202188133926323e-18 1.521469085923799524e-22 1.171552968894873057e-26
1.183000030517578125e+02 7.140646407499673387e-10 3.320592769934932464e-14 1.870131494685665757e-18 1.218008305854953008e-22 8.890663468926997074e-27
1.205749969482421875e+02 6.458286683219682800e-10 2.845950404051049432e-14 1.510217765538330438e-18 9.207926535828153623e-23 6.253560396229452858e-27
1.228499984741210938e+02 5.833521998788171459e-10 2.433183625557503588e-14 1.217021219274648689e-18 6.945042426055679005e-23 4.378208068483747961e-27
1.251250000000000000e+02 5.255517132596310148e-10 2.070631331869444980e-14 9.763899329871804659e-19 5.212049754727727817e-23 3.039840061158192267e-27
1.274000015258789062e+02 4.664102437601513884e-10 1.722898049000189807e-14 7.629765077678867728e-19 3.797977454618165194e-23 2.040086167759883800e-27
1.296750030517578125e+02 4.245036544503477671e-10 1.493120710893084541e-14 6.330320170049408580e-19 3.011275503922562253e-23 1.535163766088921105e-27
1.319499969482421875e+02 4.311210000107479345e-10 1.530905664823972723e-14 6.583769343711421951e-19 3.185866515010438675e-23 1.654387303738246308e-27
1.342250061035156250e+02 4.575143042195861653e-10 1.680996514945645726e-14 7.484082545183911340e-19 3.761272703331317780e-23 2.038651735137304187e-27
1.365000000000000000e+02 4.808976550307875186e-10 1.819394414043652014e-14 8.316934514811755710e-19 4.296873285919106717e-23 2.403960201058730696e-27
1.387749938964843750e+02 5.099730082669395870e-10 1.991579949187863990e-14 9.348501633956862457e-19 4.952988148997509629e-23 2.846405820519760337e-27
1.410500030517578125e+02 5.562342253462304598e-10 2.267232591718262164e-14 1.103479720058629313e-18 6.038917662817925883e-23 3.581656154622820168e-27
1.433249969482421875e+02 5.970175465108695789e-10 2.508481466436621871e-14 1.250047129013864303e-18 6.969827173520274842e-23 4.199717888655794349e-27
1.456000061035156250e+02 6.394910156970468051e-10 2.755274171794760973e-14 1.398784542908555592e-18 7.905023669925956868e-23 4.809783161559672727e-27
1.478750000000000000e+02 6.421844167547874349e-10 2.738599989414881170e-14 1.368716837834982743e-18 7.582881275226283603e-23 4.507187982045350023e-27
1.501499938964843750e+02 5.151779558509872459e-10 1.934642902693198274e-14 8.479398990971764493e-19 4.106983421979736082e-23 2.128382929769244331e-27
1.524250030517578125e+02 3.673851778351888697e-10 1.131212501058118103e-14 4.050099617825012814e-19 1.596879928614040059e-23 6.713448489121317159e-28
1.546999969482421875e+02 2.484708550021252904e-10 5.999712665837606332e-15 1.671618022141501467e-19 5.109233174215294633e-24 1.659770879785916254e-28
1.569750061035156250e+02 1.645077268852546126e-10 3.118621998826880820e-15 6.717422602148325935e-20 1.579779554113292620e-24 3.955107488460302368e-29
1.592500000000000000e+02 1.284719414185175879e-10 2.275184918191911800e-15 4.684491829949720557e-20 1.077186114812831278e-24 2.693216221259357270e-29
1.615249938964843750e+02 1.311424580041631316e-10 2.565209846364731490e-15 6.036908220784339194e-20 1.641198390649150699e-24 4.979785274603163541e-29
1.638000030517578125e+02 1.741324723303350197e-10 3.985369214412051372e-15 1.105758499248636335e-19 3.545953040365152085e-24 1.270982318576871234e-28
1.660749969482421875e+02 2.676619759167664370e-10 7.520785209880198607e-15 2.529936814878322177e-19 9.655547039378453557e-24 4.037371720290169522e-28
1.683500061035156250e+02 4.360753702581376956e-10 1.551866003323548737e-14 6.603473819878200762e-19 3.156168741828126376e-23 1.627464921638651577e-27
1.706250000000000000e+02 6.634126026305864343e-10 2.898796112003887426e-14 1.512965866328384735e-18 8.828088747786788086e-23 5.516664932767897451e-27
1.728999938964843750e+02 9.130619593733513284e-10 4.670762271418750500e-14 2.850109943965254395e-18 1.938964569225519458e-22 1.407350349776035504e-26
1.751750030517578125e+02 1.196606813635980870e-09 7.000128964982851865e-14 4.878465166605522701e-18 3.784274309605752042e-22 3.125919577059777549e-26
1.774499969482421875e+02 1.557930784379379929e-09 1.038980099871134044e-13 8.241659528105781655e-18 7.267388536195516544e-22 6.816655550389230900e-26
1.797250061035156250e+02 1.923946335580239975e-09 1.425848100613386071e-13 1.255510284728501402e-17 1.227969612225751505e-21 1.277048955531232251e-25
1.820000000000000000e+02 2.296660195355570977e-09 1.860126093954084237e-13 1.788555066752778051e-17 1.909385895107233807e-21 2.167388188042776370e-25
1.842749938964843750e+02 2.560268441698099195e-09 2.193274994130925415e-13 2.231344021471801212e-17 2.521402613168440729e-21 3.031454901144000454e-25
1.865500030517578125e+02 2.428460543768551361e-09 2.039506394714910020e-13 2.045192980317152716e-17 2.287234567220640943e-21 2.731696878364232586e-25
1.888249969482421875e+02 2.163337731175829504e-09 1.731134495735336953e-13 1.672389791992771099e-17 1.818589090388900932e-21 2.129625416509846535e-25
1.911000061035156250e+02 1.899216339751319538e-09 1.442290433134943428e-13 1.343786999700160515e-17 1.430932592682415100e-21 1.662402084312973123e-25
1.933750000000000000e+02 1.631809465330036346e-09 1.169596917146437098e-13 1.049334276278740424e-17 1.097462685498296414e-21 1.271520766218863129e-25
1.956499938964843750e+02 1.416923800512392972e-09 9.654315514346853422e-14 8.374400509724616218e-18 8.599000890337964715e-22 9.882474095381273714e-26
