4.999999999997158107e-02 5.349037638747378620e-04
1.499999999999712119e-01 1.177604915415355778e-03
2.499999999999708566e-01 3.123160614864084385e-03
3.499999999999705014e-01 3.187920775375936103e-03
4.499999999999701461e-01 4.701018170753070054e-03
5.499999999999698463e-01 3.685292761429970459e-03
6.499999999999694911e-01 4.451622548370722660e-03
7.499999999999691358e-01 4.842711196909646985e-03
8.499999999999687805e-01 9.153536183160752501e-03
9.499999999999684253e-01 9.345340189777154652e-03
1.049999999999968070e+00 1.092881323103570175e-02
1.149999999999967715e+00 1.246930452840330425e-02
1.249999999999967359e+00 1.178653606375053807e-02
1.349999999999967004e+00 1.020533921553751049e-02
1.449999999999966649e+00 1.294282712533166568e-02
1.549999999999966294e+00 1.281542062106997941e-02
1.649999999999965938e+00 1.040237005167776556e-02
1.749999999999965583e+00 1.664273413968758372e-02
1.849999999999965228e+00 1.407781809850258692e-02
1.949999999999964873e+00 1.308583316071125317e-02
2.049999999999964295e+00 1.285095223144249420e-02
2.149999999999963940e+00 8.323115768064263953e-03
2.249999999999963585e+00 1.493601292615273288e-02
2.349999999999963229e+00 2.658624572166400080e-02
2.449999999999962874e+00 1.718113919986098692e-02
2.549999999999962519e+00 1.685922308772878561e-02
2.649999999999962164e+00 2.541340448392451559e-02
2.749999999999961808e+00 1.702497205605233224e-02
2.849999999999961453e+00 2.069579781067441490e-02
2.949999999999961098e+00 3.814627615431151475e-02
3.049999999999960743e+00 1.651412608504739671e-02
3.149999999999960387e+00 2.405325679030673180e-02
3.249999999999960032e+00 2.525938898838674118e-02
3.349999999999959677e+00 2.292341569044903035e-02
3.449999999999959321e+00 4.083814390850164233e-02
3.549999999999958966e+00 3.161867743762651617e-02
3.649999999999958611e+00 3.107332722776869754e-02
3.749999999999958256e+00 3.820701904924895392e-02
3.849999999999957900e+00 2.625929155676743135e-02
3.949999999999957545e+00 3.325269780964560523e-02
4.049999999999957190e+00 2.335711323510437573e-02
4.149999999999956835e+00 2.934045922436538320e-02
4.249999999999956479e+00 2.809909907551777844e-02
4.349999999999956124e+00 4.489983042644182798e-02
4.449999999999955769e+00 3.325408208879659239e-02
4.549999999999955413e+00 5.871961173642015891e-02
4.649999999999955058e+00 3.975692246396594215e-02
4.749999999999954703e+00 -4.393579482108754715e-03
4.849999999999954348e+00 4.069002115401303132e-02
4.949999999999953992e+00 3.578788043422653775e-02
5.049999999999953637e+00 2.037064758925793972e-02
5.149999999999953282e+00 5.461220632630613830e-02
5.249999999999952927e+00 5.340653641934707541e-02
5.349999999999952571e+00 1.737409606942262943e-02
5.449999999999952216e+00 6.072968129221631428e-02
5.549999999999951861e+00 2.822050743286031935e-02
5.649999999999951505e+00 4.642955024454524515e-02
5.749999999999951150e+00 9.539867100390987675e-02
5.849999999999950795e+00 3.391337727714489186e-02
5.949999999999950440e+00 2.433028670999051735e-03
6.049999999999950084e+00 7.816057699521751501e-02
6.149999999999949729e+00 5.532062165703548889e-02
6.249999999999949374e+00 8.680064291781683372e-02
6.349999999999949019e+00 5.775060521993205520e-02
6.449999999999948663e+00 1.362197470179890013e-01
6.549999999999948308e+00 5.628145054873301412e-02
6.649999999999947953e+00 1.064553309142867721e-01
6.749999999999947597e+00 6.296849174857782616e-02
6.849999999999947242e+00 6.908091914329900218e-02
6.949999999999946887e+00 8.821592958356004599e-02
7.049999999999946532e+00 9.996485197091696528e-02
7.149999999999946176e+00 3.252922482691995160e-02
7.249999999999945821e+00 6.248949277001637076e-03
7.349999999999945466e+00 1.001151528832678328e-01
7.449999999999945111e+00 -5.387538078285460108e-02
7.549999999999944755e+00 2.808266095756941083e-01
7.649999999999944400e+00 1.055101847699740220e-01
7.749999999999944045e+00 8.103325090921822960e-02
7.849999999999943689e+00 1.346985738974561531e-01
7.949999999999943334e+00 -4.821637332766435432e-17
