0.0	0.0
2.275	0.29007
4.55	0.660128
6.825	0.9723
9.1	1.17419
11.375	1.36395
13.65	1.71512
15.925	1.94151
18.2	2.12261
20.475	2.43725
22.75	2.72123
25.025	2.88927
27.3	3.0843
29.575	3.29541
31.85	3.51913
34.125	3.70074
36.4	3.93189
38.675	4.17057
40.95	4.48584
43.225	4.64517
45.5	4.87249
47.775	5.08895
50.05	5.22179
52.325	5.42429
54.6	5.66665
56.875	5.86594
59.15	6.02762
61.425	6.33745
63.7	6.59306
65.975	6.77259
68.25	7.0059
70.525	7.32285
72.8	7.53202
75.075	7.66825
77.35	7.90602
79.625	8.17049
81.9	8.38031
84.175	8.5336
86.45	8.7549
88.725	9.0127
91.0	9.18332
93.275	9.37557
95.55	9.65779
97.825	9.9067
100.1	10.1126
102.375	10.3284
104.65	10.5168
106.925	10.7139
109.2	10.8476
111.475	11.1482
113.75	11.3671
116.025	11.511
118.3	11.7226
120.575	11.8911
122.85	12.0661
125.125	12.2155
127.4	12.3472
129.675	12.5065
131.95	12.6952
134.225	12.8332
136.5	13.0053
138.775	13.1963
141.05	13.3743
143.325	13.5539
145.6	13.7375
147.875	13.9069
150.15	14.0459
152.425	14.2343
154.7	14.3748
156.975	14.548
159.25	14.7174
161.525	14.8452
163.8	15.0207
166.075	15.1814
168.35	15.3107
170.625	15.4421
172.9	15.5852
175.175	15.6628
177.45	15.7474
179.725	15.8748
182.0	15.9934
184.275	16.0913
186.55	16.2501
188.825	16.4093
191.1	16.5395
193.375	16.7101
195.65	16.8411
197.925	16.9174
200.2	16.9946
202.475	17.119
204.75	17.2236
207.025	17.3587
209.3	17.5436
211.575	17.6762
213.85	17.87
216.125	17.9499
218.4	18.0448
220.675	18.1824
222.95	18.271
225.225	18.3926
227.5	18.5219
229.775	18.6416
232.05	18.7885
234.325	18.9509
236.6	19.0179
238.875	19.1173
241.15	19.2198
243.425	19.3527
245.7	19.5178
247.975	19.5762
250.25	19.6458
252.525	19.764
254.8	19.8574
257.075	19.9585
259.35	20.049
261.625	20.0895
263.9	20.2415
266.175	20.3249
268.45	20.4035
270.725	20.4567
273.0	20.5566
275.275	20.6034
277.55	20.6634
279.825	20.7559
282.1	20.9104
284.375	21.0195
286.65	21.1579
288.925	21.2358
291.2	21.3335
293.475	21.3445
295.75	21.3916
298.025	21.4436
300.3	21.5373
302.575	21.5964
304.85	21.6757
307.125	21.7476
309.4	21.7675
311.675	21.8054
313.95	21.8812
316.225	21.9336
318.5	22.0607
320.775	22.1274
323.05	22.2119
325.325	22.2201
327.6	22.2811
329.875	22.3496
332.15	22.4631
334.425	22.5061
336.7	22.5699
338.975	22.6232
341.25	22.6717
343.525	22.695
345.8	22.7569
348.075	22.8261
350.35	22.9189
352.625	22.9593
354.9	23.0606
357.175	23.1918
359.45	23.2067
361.725	23.3088
364.0	23.3846
366.275	23.4638
368.55	23.5288
370.825	23.5841
373.1	23.6074
375.375	23.6169
377.65	23.7016
379.925	23.7553
382.2	23.8197
384.475	23.8831
386.75	23.9558
389.025	24.068
391.3	24.1044
393.575	24.2106
395.85	24.2822
398.125	24.311
400.4	24.3578
402.675	24.4329
404.95	24.5221
407.225	24.5244
409.5	24.5763
411.775	24.6948
414.05	24.8082
416.325	24.873
418.6	24.9286
420.875	25.0027
423.15	25.0779
425.425	25.2145
427.7	25.274
429.975	25.3287
432.25	25.3712
434.525	25.4432
436.8	25.5428
439.075	25.6366
441.35	25.6829
443.625	25.7261
445.9	25.8219
448.175	25.8947
450.45	25.9278
452.725	25.9699
455.0	26.0363
457.275	26.1057
459.55	26.2017
461.825	26.2981
464.1	26.3443
466.375	26.3999
468.65	26.5465
470.925	26.5325
473.2	26.5798
475.475	26.6447
477.75	26.6886
480.025	26.6987
482.3	26.7238
484.575	26.7557
486.85	26.8037
489.125	26.8615
491.4	26.9225
493.675	26.9955
495.95	27.034
498.225	27.0919
500.5	27.2001
502.775	27.2018
505.05	27.233
507.325	27.3249
509.6	27.3307
511.875	27.3958
514.15	27.4528
516.425	27.5071
518.7	27.5592
520.975	27.5799
523.25	27.6261
525.525	27.6367
527.8	27.6942
530.075	27.7288
532.35	27.7573
534.625	27.8442
