0.0	28.2881
2.425	28.3499
4.85	28.3414
7.275	28.3503
9.7	28.3477
12.125	28.5829
14.55	28.5847
16.975	28.582
19.4	28.5851
21.825	28.5882
24.25	28.6647
26.675	28.6577
29.1	28.6667
31.525	28.7328
33.95	28.8028
36.375	28.8877
38.8	28.8955
41.225	28.9611
43.65	29.0443
46.075	29.1298
48.5	29.2517
50.925	29.3955
53.35	29.4844
55.775	29.6335
58.2	29.7271
60.625	29.7405
63.05	29.7451
65.475	29.7548
67.9	29.8351
70.325	29.8401
72.75	29.8666
75.175	29.8878
77.6	29.8981
80.025	29.9655
82.45	29.9845
84.875	30.0004
87.3	29.9978
89.725	30.0301
92.15	30.0387
94.575	30.1152
97.0	30.1351
99.425	30.1498
101.85	30.1664
104.275	30.2611
106.7	30.3576
109.125	30.3695
111.55	30.5216
113.975	30.593
116.4	30.6094
118.825	30.6313
121.25	30.6612
123.675	30.7361
126.1	30.8292
128.525	30.8565
130.95	30.9455
133.375	30.9637
135.8	30.9972
138.225	31.0688
140.65	31.0776
143.075	31.1789
145.5	31.3482
147.925	31.3538
150.35	31.445
152.775	31.5469
155.2	31.6249
157.625	31.6426
160.05	31.7348
162.475	31.8129
164.9	31.8389
167.325	31.9362
169.75	32.0875
172.175	32.1091
174.6	32.1314
177.025	32.1452
179.45	32.1701
181.875	32.1969
184.3	32.3456
186.725	32.3635
189.15	32.4467
191.575	32.5432
194.0	32.5545
196.425	32.5777
198.85	32.6683
201.275	32.6816
203.7	32.6985
206.125	32.8052
208.55	32.8194
210.975	32.8477
213.4	32.873
215.825	32.9589
218.25	32.9788
220.675	33.0851
223.1	33.0968
225.525	33.1185
227.95	33.1553
230.375	33.1672
232.8	33.241
235.225	33.2806
237.65	33.4909
240.075	33.5771
242.5	33.6001
244.925	33.6812
247.35	33.7005
249.775	33.726
252.2	33.7508
254.625	33.7693
257.05	33.849
259.475	33.9441
261.9	34.0934
264.325	34.1155
266.75	34.2267
269.175	34.3024
271.6	34.3247
274.025	34.4884
276.45	34.5092
278.875	34.6633
281.3	34.6907
283.725	34.7894
286.15	34.8065
288.575	34.8363
291.0	34.856
293.425	34.8796
295.85	34.9033
298.275	34.9323
300.7	35.0174
303.125	35.1846
305.55	35.34
307.975	35.425
310.4	35.4432
312.825	35.4785
315.25	35.4982
317.675	35.5142
320.1	35.6743
322.525	35.7003
324.95	35.785
327.375	35.813
329.8	35.9022
332.225	35.9219
334.65	36.0837
337.075	36.113
339.5	36.1232
341.925	36.146
344.35	36.2399
346.775	36.2596
349.2	36.3397
351.625	36.4355
354.05	36.4517
356.475	36.4755
358.9	36.6432
361.325	36.7295
363.75	36.7504
366.175	36.8327
368.6	36.9938
371.025	37.0634
373.45	37.0948
375.875	37.108
378.3	37.127
380.725	37.2037
383.15	37.2301
385.575	37.3167
388.0	37.333
390.425	37.3614
392.85	37.4386
395.275	37.4507
397.7	37.6139
400.125	37.6993
402.55	37.7977
404.975	38.0065
407.4	38.0294
409.825	38.0507
412.25	38.0672
414.675	38.166
417.1	38.2588
419.525	38.2708
421.95	38.3481
424.375	38.3744
426.8	38.4595
429.225	38.4779
431.65	38.5057
434.075	38.6581
436.5	38.7334
438.925	38.7666
441.35	38.7798
443.775	38.9187
446.2	39.1403
448.625	39.1711
451.05	39.1842
453.475	39.2027
455.9	39.2284
458.325	39.2458
460.75	39.2626
463.175	39.2917
465.6	39.3153
468.025	39.3266
470.45	39.3517
472.875	39.3714
475.3	39.5778
477.725	39.5948
480.15	39.6248
482.575	39.7755
485.0	39.8537
487.425	39.884
489.85	39.8992
492.275	39.9161
494.7	40.0065
497.125	40.0976
499.55	40.1195
501.975	40.1301
504.4	40.1499
506.825	40.1722
