[         inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf          inf          inf
          inf          inf          inf   0.409115     0.39240113
   0.39187522   0.39227757   0.38697885   0.32625128   0.25825286
   0.38376348   0.40126091   0.40265576   0.40256558   0.40314262
   0.41410384   0.38183144   0.41948232   0.34272344   0.31945404
   0.36386743   0.35598487   0.35083934   0.35740186   0.33364862
   0.27424117   0.33996626   0.35611746   0.55382289   0.44055908
   0.34955598   0.33561642   0.21136413   0.27297554   0.81564008
   0.57657604   0.4532551    0.68075896   2.16230363   0.77430063
   1.4517633    1.41429855   4.85968891   1.27370633   3.38520334
   2.28966292   4.38230519   1.73182924   4.02503091   2.36835902
   5.86691285   2.27861201   4.73220375   3.33968848   6.55490126
   2.47076496   6.36288627   3.35927872   6.42149816   3.05824147
   5.9233943    3.77729039   5.79868846   2.97717055   5.50736765
   3.53318658   7.06719178   3.17294992   6.44004823   4.41368004
   6.89461134   3.46116645   7.22595647   3.8088906    7.74312657
   3.90210775   6.01118962   5.15398314   8.04126204   3.21246735
   8.58249086   4.1087202    6.55114091   4.23333211   5.95232046
   5.57315897   7.40065059   3.55136491   8.59749156   3.90894193
   6.56847003   4.16978016   5.62740115   4.79137104   7.88238017
   3.70315118   8.3490922    4.23435198   7.40997468   4.12893272
   7.08967126   4.8304842    7.21697056   4.19155777   7.22838993
   4.52551756   7.83400026   4.00434986   7.32401051   4.77119104
   7.86943397   4.91999032   7.80118016   5.34653722   9.53306606
   4.25275089   8.68100352   5.00863573   6.51535452   4.77992805
   6.50306877   4.79857971   8.97699489   3.85443313   8.57671101
   5.01409979   6.97601313   4.65583675   7.162309     4.69819691
   7.61933633   3.65532325   7.37932319   4.49175447   6.28822058
   4.55137395   6.20537437   5.04178143   8.66817487   3.5545249
   8.69142328   4.62309455   6.16514956   4.70986776   5.5705946
   5.27682254   9.43187835   3.48590038   9.89342529   5.40250389
   6.19970247   5.46078731   6.91562721   5.01605078   8.62391051
   3.55109439   8.86120785   4.4142393    5.31671959   4.67773036
   5.15711001   4.34824771   7.53135695   3.38937243   7.64973575
   4.24391142   5.99052096   4.63840887   5.59346273   4.68652918
   7.4326192    3.67583784   7.62288512   4.03800882   6.76810217
   4.17472117   6.06219421   5.31820596   7.33431493   4.55083943
   8.46184985   5.01393134   7.00692956   5.00535105   6.70944807
   4.75516547   7.19536388   3.90150895   7.62784581   4.47466738
   6.65378338   4.47036423   6.90469039   4.4093223    7.77041628
   4.21418303   7.11375632   5.10204573   6.69647945   4.20563163
   7.5910333    4.21881541   7.12069797   4.24604929   6.91866932
   5.19025767   8.01355481   4.65689787   7.83903103   4.89534987
   7.68952139   4.19551052   6.99900607   5.58246689   7.58644866
   4.21606158   8.24898473   4.94321788   7.37972659   4.10777305
   7.47125829   5.52319429   6.78859432   4.33623318   7.5649927
   4.48134422   6.18860537   3.86328492   6.17902162   4.50156706
   5.74727036   4.03512807   6.1877576    4.06704079   8.06185378
   4.24211866   6.20214161   6.3825826    7.75869442   3.9094638
   9.65511714   4.41790878   6.90147524   4.79085082   6.67846123
   5.21115215   8.2807936    4.27350687   9.00967465   4.63239352
   6.24852391   4.63455529   6.13269317   4.52020622   6.90738111
   4.02119623   7.15342602   4.55368738   7.1237486    4.5934993
   7.06303156   5.18365417   7.74848974   4.32031902   8.09557639
   4.85490667   7.7708045    4.40962206   7.45145169   4.89213716
   7.58116302   4.37695425   7.77446945   5.08474913   8.51199958
   4.4696981    7.76497344   4.92948056   6.92986292   4.07913326
   6.83716289   4.79502101   7.55789286   4.59101517   7.10205661
   5.32644736   8.1047194    4.02813365   8.06452042   5.22326602
   7.09200703   4.70259829   7.0719071    4.98586294   7.12655037
   4.19775721   7.08971544   4.93675178   6.93081953   4.82576911
   6.9975109    5.09360401   8.6070158    4.14707792   7.79681581
   5.5351762    7.39051633   4.40205705   8.15667452   4.85209684
   8.34852908   4.42023768   7.97911351   5.83155686   7.14303876
   4.65293353   7.88013339   4.71662309   7.09600514   4.03731823
   7.17941995   4.36562265   6.32689222   4.65787761   6.47586944
   5.22187012   8.44154994   5.21177392   7.73573298   5.9427535
   9.13416743   4.68741292   9.10634132   5.23886141   8.04936575
   4.4782592    8.04105921   5.06842141   7.6563368    4.68037364
   7.66914205   5.18650553   7.73229426   4.52298752   7.74571572
   5.2120404    7.57880662   4.57654668   7.33450091   5.10550806
   7.27591486   4.79515391   7.35115455   5.00590379   9.44709065
   4.7781636    7.99805654   6.71491368   7.1952158    5.20400331
   8.3628287    4.96482592   8.41599412   4.80583784   7.61077974
   6.49374589   7.62682392   4.61854453   8.65138354   4.81226756
   8.26787376   4.58244933   7.76709925   6.07747767   7.99972319
   4.38294499   8.85240728   4.96513512   8.75301249   5.16912509
   7.69879256   6.63398294   7.57446986   4.42095781   9.25746968
   4.4887508    7.48805468   5.16230237   6.47500603   6.3581207
   7.54348205   4.32727965   9.06571859   4.49006218   7.93871147
   5.09967845   6.5563564    6.40209707   8.78478756   3.91339258
   9.87598654   5.01155052   7.63227502   5.52027274   7.16881653
   6.26428969   9.46828002   3.91748647   9.97646678   5.06368365
   6.73933133   5.30179052   6.88279243   5.22187907   9.52392718
   4.00247169   8.74084167   6.0603671    7.49734526   6.27220003
   7.48624421   6.39136525   9.97475601   3.87170106  10.04761522
   5.55477536   6.99538983   5.88104326   7.19503959   5.83081474
  10.33634957   4.43785136   9.85732201   6.23036004   8.68632539
   5.70261573   8.85289832   5.96920058  10.52288921   4.34162982
   9.9485569    6.19620673   7.73188468   5.60756715   8.71026449
   5.93368277   8.8499492    5.04436887   8.81342901   6.32577962
